name,country,latitude,longitude,phone
Krishna Children's Hospital,India,17.4021334,78.4625295,040-66838383; 040- 66838481; 040-65247760
St Mary's Hospital,India,17.2378501,80.1457789,0
Lumbini Hospital,India,17.2503535,80.1398262,0
"Mar Kavukatt Memorial Hospital, Anthinad",India,9.7473158,76.703386,+91-4822248927
"Medilink Hospital, Ahmedabad",India,23.0173915,72.5304396,0
Sri Charaka Ayurveda,India,17.2519673,80.1577268,08742255082
Saint soham hospital private,India,28.7983668,77.0352715,0
Dr. Indra Hospital,India,28.7980095,77.0354003,0
Dr. Rajeev Hospital,India,28.8006984,77.0353788,0
Government hospital,India,28.8012625,77.0374388,0
Sri Sivani,India,17.2520808,80.1411098,0
Rohith,India,17.2475856,80.1488203,0
Lalitha,India,17.2477655,80.1485128,0
Usha Hospital,India,17.2481896,80.1474742,0
City Hospital,India,17.2480698,80.1473508,08742234559
Kavya Hospital,India,17.2481373,80.1472183,0
Surya Hospital,India,17.2482259,80.1470769,0
SAI Maruthi,India,17.2483483,80.1462684,9849999792
Hanuman,India,17.249002,80.146059,0
Jabilli Mother and Child Hospital,India,17.2493484,80.1450913,0
Medinova,India,17.2507323,80.1439842,0
Spandana Heart Care Centre,India,17.2510535,80.14348,087422 29000
Kinnera Hospital,India,17.251074,80.1433392,0
Ramakrishna Nursing Home and Hospital,India,12.9364329,77.583477,0
St Anns,India,17.251107,80.12465,0
Sassoon Hospital,India,18.5251434,73.8695664,0
Buggaveeti ENT,India,17.2477468,80.1497409,08742223620
Guru Hospital,India,17.2480618,80.1485574,0
Narayana Hospital,India,17.2488031,80.1467813,08742653733
Gowthami Hospital,India,17.2488668,80.1466659,0
Gangothri Hospital,India,17.2489854,80.1466483,9396993474
Surya Hospital,India,17.2492386,80.1461888,0
"Ayurvedic Hospital, Bharmour",India,32.443286,76.5409532,0
Samaikhya,India,17.2521367,80.1436115,0
SV,India,17.2521041,80.1439681,0
Newlife,India,17.2521772,80.1440463,08742222777
Madansingh,India,17.2524486,80.144212,0
Cure Emergency Hospital,India,17.2522634,80.1444034,0874222929
Sriraksha,India,17.2523413,80.1444172,9951905940
Nikhila Hospital,India,17.2519496,80.1444711,0
"Ayurvedic Health Centre, Kilar",India,33.0811597,76.4071944,0
Apollo,India,17.2502091,80.145292,08742246872
Meghana,India,17.250304,80.145006,0
Bala Hospital,India,10.9969296,76.995705,0
"Ayurvedic Health Centre, Triloknath",India,32.6840914,76.6958958,0
Arogyasree Health care trust,India,17.4301742,78.3937323,0
"Ganga Medical Centre and Hospitals Pvt. Ltd ,Ramnagar",India,11.0158724,76.9594235,0
Krishna Nursing Home,India,11.0152327,76.9593766,0
"Kongunad Hospital, Coimbatore",India,11.018058,76.9604883,0
Sheela Clinic,India,11.01843,76.9604642,0
Christuraj Hospital,India,9.7117351,76.6813947,0
Saifee Ambulance,India,18.9599377,72.8314957,0
Sanjeevani Vitalife Medipoint Hospital,India,18.5649263,73.8022626,0
LifeLine Hospital,India,18.5597445,73.8062674,0
KMC Hospital,India,13.3534806,74.7893684,0
Dr. Chowdhary,India,18.5547291,73.8082012,0
Dr. Bonagiri,India,18.5554816,73.8088556,0
Civil Hospital Barnala,India,30.3750707,75.5447007,0
Surojini Devi Eye Hospital,India,17.3990359,78.4447966,0
Star Hospital,India,17.4156911,78.4454609,040-44 777 777
Rainbow Hospitals,India,17.4148145,78.4475692,0
Fernandez Hospital,India,17.3921498,78.4793651,040 40222300
Oxygen Hospital,India,17.4556983,78.4984034,0
Kailash Hospital & Heart Institute,India,28.577404,77.3314139,0120 244 4444
Preet Health Centre,India,30.8661306,75.852472,0
Dr. Jagdeep Rehab Centre,India,30.8691118,75.8548692,0
Dayal Medical Centre,India,30.8736496,75.8432881,0
Amrit Hospital,India,30.8659347,75.8763789,0
Guru Nanak Charitable Hospital,India,30.865567,75.8718079,0
Aggarwal Clinic,India,30.8659266,75.8610229,0
Akal Health Clinic,India,30.8659489,75.8608783,0
Jain Hospital,India,30.8580096,75.8742937,0
Raj Children Hospital And Laboratory,India,30.8584421,75.876858,0
A.P. Singh Eye Surgeon,India,30.8624382,75.866673,0
Physical Clinic,India,30.8657121,75.8677957,0
Khanna Clinic,India,30.8658824,75.8625647,0
Government Dispensary,India,30.8662824,75.861816,0
Jain Hospital,India,30.8610731,75.871911,0
Balaji dental hospital,India,30.8658001,75.863453,0
Nanank Sar Charitable Hospital,India,30.8690757,75.8819246,0
Didar Hospital,India,30.8776864,75.8593693,0
Balraj Dental Hospital,India,30.8658472,75.8634559,0
Rama ji Charitable Clinic,India,30.8691832,75.8668154,0
Arora Clinic,India,30.8699152,75.8668555,0
Sigma Community health Center,India,30.8658007,75.8635306,0
Homeopathic Clinic,India,30.8703873,75.8621472,0
Nishkam Sewa Dispensary & Laboratory,India,30.8702961,75.8654782,0
Jyoti Clinic,India,30.8663757,75.8640902,0
Dassal Dental Clinic,India,30.8702571,75.8666373,0
Med-C,India,28.3577159,75.59015,0
Government Hospital,India,12.763476,75.0978784,0
Delhi Heart and Lung Institute Super Speciality Hospital,India,28.6416777,77.2052683,0
Sant Isher Singh Ji Memorial Hospital,India,30.7274711,75.9453152,0
Mata Tej Kaur Memorial Subsidary Health Centre,India,30.8691941,75.8819756,0
Partap Hospital Daba,India,30.8673205,75.8856798,98883-98789
Shri Harkrishan Sahib Charitable Hospital,India,30.867105,75.8352921,0
Govt.Veternery,India,30.9173817,75.7174368,0
Jeet Hospital,India,30.8666211,75.9204518,0
Indraprastha Apollo Hospital,India,28.5408389,77.2834999,0
Pooja Clinic,India,30.8676981,75.9204096,0
Appasamy Hospital,India,13.0750445,80.2151198,0
Appasamy Hospital,India,13.073239,80.2148826,0
Appolo Clinic,India,13.0892073,80.2178866,0
Sri Vinayaka Poly Clinic,India,12.939058,77.5510802,080 2672 8455
RMV Hospital,India,13.0322788,77.576876,0
Army Hospital,India,32.9081188,77.5773924,0
Yashomathi Hospitals,India,12.9559302,77.7112689,0
Singareni Area Hospital,India,17.9109978,80.8012159,0
"Sankara Eye Hospital, Kanchipuram",India,12.965059,80.128212,0
Shree Sakthi Hospital,India,18.5883392,73.8015444,0
Ayushman Hospital,India,28.5965201,77.0493833,42811114
Govt Dispensory,India,28.5866431,77.0573761,25081423
Little Lourdes Hospital Kidangoor,India,9.6834087,76.6117672,0
Mallya Audikesh Diagnostics Center,India,12.9815051,77.6011944,+918022868423
Mallige Medical Centre,India,12.985247,77.5803846,080 2220 3333
Beri Maternity Hospital,India,31.6325186,74.8491806,0
Shimla Sanitarium and Hospital,India,31.1030922,77.1559078,0
Mariampur Hospital,India,26.465464,80.305789,0
GovernmentDental Collage,India,31.1058655,77.1831146,0
Ayurvedic Mental Hospital,India,28.7237864,77.1497987,0
St Luke Hospital,India,27.4648038,95.3612101,0
Pinewood Hospital,India,27.4970136,95.3516507,0
Life Line Hospital - Tinsukia,India,27.4925976,95.3609741,0
Srm Speciality Hospital,India,13.0331325,80.1810857,0
SRM Dental Hospital,India,13.0321291,80.1801201,0
"L.G.B. Civil Hospital,Tinsukia",India,27.4991191,95.3587625,0
Aditya Hospital,India,27.4941647,95.3484441,0
Dr. S.K.Dey Hospital,India,27.4889906,95.3522515,0
Holy Family Hospital Plassanal,India,9.7062998,76.7598364,0
"Sushrusha Hospital, Kozha Kuravlingad",India,9.761646,76.5677558,0
ZP rural Hospital,India,17.5831138,74.4457383,0
"Shridevi Hospital, Tumakuru",India,13.3392288,77.1045572,0
"Surya Hospital, Coimbatore",India,11.0390101,76.979517,0
"KD Cosmetic Surgery Centre,Sector 34-A",India,30.7245237,76.7689883,0
Remedy Hospitals,India,17.4636217,78.4567398,0
Fair Pharma,India,10.8927566,76.9246984,0
Vasan eye Care Hospital,India,10.9560967,76.9540004,0
Karva Hospital,India,18.5009733,73.8461063,0
Ayurvedic Hospital,India,18.6548547,73.7696807,0
Jeevan Deep Medicare Centre,India,18.5433023,73.7838607,0
Devine Hospital,India,13.0038999,77.6039313,0
Anand Hospital,India,18.6539354,73.7646919,0
"Government Taluk Hospital,Koyilandy",India,11.4425414,75.6926043,0
Carewell Hospital & Research Centre,India,12.5113561,74.9982867,0
"KIMS, Kasaragod",India,12.50755,74.9909039,0
Lalbagh Nursing Home,India,12.9452313,77.5861734,0
Dr. Batra Clinic,India,12.9797287,77.7271089,0
Mamata Hospital.,India,19.1673026,73.2341504,0
Vatsalya Maternity and Surgical Hospital,India,19.1653819,73.2309738,0
Dube Hospital,India,19.1661295,73.2355095,0
Government Maternity Hospital,India,12.9988604,77.5817424,0
Soujanya Clinic,India,12.9681189,77.54325,0
Kanva Diagnostics Collection Centre,India,12.967291,77.5429164,0
Sahyadri Hospital,India,18.5075061,73.8058341,0
"Krishna Hospital, Pune",India,18.5092055,73.8128199,0
Nandi Hospital,India,11.4729282,75.6423564,0
Aakash Fertility Centre & Hospital,India,13.0554597,80.2118365,0
Sukhda Hospital,India,28.5469254,77.2445375,0
New Akshay Mallya Hospital,India,12.9568527,77.6990468,0
Rajan Eye Care Hospital,India,13.0508335,80.2434416,2834 0500/0300
Dr. Chaku Eye SurgeryCentre,India,30.8884399,75.836372,0161 245 5391
Siddarth Municipal Hospital,India,19.1597156,72.8399209,0
MMC Govenment Hospital,India,13.1635998,80.2435516,0
Avadi Hospital,India,13.1174941,80.1008132,0
Presidency Hospital,India,12.9951629,77.69923,0
Eden Hospital,India,22.5727398,88.3600196,0
Calcutta Medical College & Hospital,India,22.5722242,88.3614363,0
Naliyath Medical Chamber,India,9.9432462,76.3741513,0
Sharda nurshing home,India,29.1919649,73.2058131,0
LEAF HOSPITAL,India,17.4629614,78.3673949,04023119469; 40188229
Government Hospital Narlai,India,25.3152611,73.5317631,0
Bone & Joint Clinic,India,12.2655089,76.644961,0
Ambicare Hospital,India,17.4535178,78.364084,0
Men Tsee Khang,India,32.2391459,76.3248242,0
BGS Gleneagles Hospitals,India,12.90306,77.4974982,0
Dr. Nathaji Nursing Home,India,12.8302996,79.7031901,0
Civil Hospital,India,23.2196609,72.641845,0
Nirola Hospital,India,30.4097656,74.0286599,0
Amrit,India,30.4065614,74.0268842,0
Rishi Valley Rural Health Center,India,13.6417645,78.4526879,0
Kalpana Lifeline Hospital Pvt. Ltd,India,19.388889,72.8251108,0
Srinivas Clinic,India,12.9073391,77.5830655,0
Vidyasagar State General Hospital,India,22.4987178,88.3163322,0
District Hospital,India,22.0509324,78.939744,0
Tulsi Hospital,India,28.9698124,77.7306271,0
Maternity Home,India,28.9715676,77.7318434,0
Agarwal Hospital,India,26.464244,80.314388,0
Rama Krishna Mission Hospital,India,26.468763,80.318223,0
Madhukar General Hospital,India,18.4789234,73.8241232,0
Ram Lal Kundan Lal Orthopaedic Hospital,India,28.6179569,77.2866841,+91 11 4318 9000;+91 11 4318 9099
Dr. Shyama Prasad Mukherjee Chest Hospital,India,28.6140205,77.2898985,0
Dr. Naik Clinic,India,18.4745644,73.8140764,0
Vijaya Laxmi Nursing Home,India,17.2434963,80.1420154,0
Renduchintala Radhakrishna Eye Hospital,India,17.2435489,80.1373461,0
sree dhanalakshmi family clinic,India,13.0583046,80.211745,0
Metro Hospital,India,12.8915893,77.560715,0
Mediways,India,30.882116,75.7749218,0
Kushinagar Clinic,India,26.7379729,83.895048,0
Civil Hospital,India,30.604324,74.2582801,0
Railway Hospital,India,30.9407359,74.6165687,0
Amar Hospital,India,30.941201,74.6131659,0
Frances Newton (Mission) Hospital,India,30.9410759,74.6142556,0
Cantonment Board Hospital,India,30.9221075,74.6179782,0
Anand Hospital,India,30.9271685,74.6175497,0
Jevan Vikas Hospital,India,19.1106501,72.8483274,0
Health Center,India,23.1039413,72.5679365,0
"Yashoda Super Speciality Hospital, Anand Vihar",India,28.6450931,77.3287535,0
Dr Kasbekar Sterling Hospital,India,19.0698454,72.9873953,02266804444
New Gardinar Road Hospital,India,25.6102948,85.130907,0
Brookefield Hospital(A Unit Of Sanjeevani Hospital),India,12.9668213,77.7168891,0
Sitaram Bhartia,India,28.4675077,77.0824741,0
Civil Hospital Shillong,India,25.5679611,91.8807062,0364 - 2223889
Indira Gandhi Medical College and Research Institute,India,11.9404008,79.7962236,0413-2277291
JOY Hospital,India,19.0558773,72.8973945,0
Inlaks Hospital,India,19.0466131,72.8964218,0
Government Hospital,India,15.7704779,77.4786118,0
Gunnath PHC,India,23.0907842,86.9560942,0
Lotus Hospital,India,11.3266236,77.7306301,0
PSG Hospitals,India,11.0188398,77.0073136,0
K T V R Group Hospital,India,11.026167,76.9499384,0
Tenet diagnostics,India,12.9573067,77.7087044,0
L.K. Diagnostic,India,17.4512881,78.5354859,0
L.K. Hospitals,India,17.4513853,78.5352525,0
"Government Hospital, Gurusar Sudhar",India,30.7741425,75.6489467,1624275361
ESI Hospital,India,12.995242,77.6523255,0
Karunalayam Hospital,India,12.9111263,77.7073377,0
SDS Tuberculosis Research Centre and Rajiv Gandhi Institute of Chest diseases,India,12.9367955,77.5907094,0
Dental Hospital,India,17.451435,78.5311968,0
Maiya Multispecialty Hospital,India,12.942614,77.5854533,0
Bhadra Homeo,India,12.9663879,80.2474724,0
Tibetan Primary Health Centre,India,32.0377259,76.7128791,0
Narayana Netralaya,India,12.9671401,77.6094485,0
Nagappa Hadli Hospital,India,13.0829889,77.5489026,0
"Vasan Eye Care Hospital, Nagarabhavi",India,12.9746134,77.5129757,0
Rc Hospital,India,12.930936,77.5153776,0
Veturi Child Health Centre,India,12.9263226,77.5156579,0
Ketham's Hospital Pvt. Ltd,India,13.0686568,77.5582571,0
"Government Hospital, Harihar Taluk Hospital",India,14.5039199,75.8094779,0
Coimbatore Bone and Joint Foundation (P) Ltd.,India,11.0149404,76.9543844,0
Ragavendra Hospital,India,13.0425433,77.5155377,0
Guru Kripa Clinic,India,13.0349833,77.5676844,0
Deeksha Orthopaedic Hospital,India,13.0973922,77.5964894,0
Shushrusha Hospital,India,13.0997316,77.5980216,0
Deiva Hospital,India,10.7746145,79.1231818,0
Chirag Hospital and Maternity Center,India,12.9126298,77.5913594,0
Udhbhava Hospital,India,12.9256842,77.5489346,0
DG Hospital,India,12.9206648,77.5598673,0
Srinivasa Nursing Home,India,12.9423039,77.6174893,0
Government Hospital,India,12.680279,77.4693911,0
Dr K D Godkhindi,India,15.43305,75.6367673,0
Shirol Nursing Home,India,15.4311936,75.6371348,0
"Womens Medical Centre, Coimbatore",India,11.0337824,76.9517175,0
Kangila Clinic,India,12.9336501,77.5660602,0
Masonic Medical Centre For Children,India,10.9997961,76.9799441,0
TB HOSPITAL,India,22.3410222,87.3035662,0
Chaitanya Hospital,India,13.0990911,77.5861904,0
Somu medicals,India,11.0264568,76.9448591,0
Akila Medicals,India,11.0265516,76.9443924,0
Dr.U.S.Prakash's Clinic,India,11.0256249,76.9372845,0
"Vasan Eye Care Hospital, Koramangala",India,12.9402371,77.6253403,0
health nest,India,12.9075992,77.6488507,0
Amma's ENT Clinic,India,13.0281613,77.5793947,0
Krishna Specialty Clinic,India,13.026721,77.5789272,0
KG Eye Hospital,India,11.0825506,76.997422,0
"Shree Siva Hospital, Ganapathy,",India,11.0441103,76.9856071,0
Seventh Day Adventist Hospital,IN,12.995625,77.6113272,0
Srinivasa Nursing Home,India,12.9965077,77.6220456,0
Kids Care Clinic,India,12.914434,77.6050207,0
Mettupalayam GH,India,11.3047109,76.9364387,0
Balasubramaniam Vengudi Hospital,India,12.8307101,79.7035972,0
Hindustan Hospital,India,11.2816017,76.9462511,0
K.R. Hospital,India,11.1564875,76.944041,0
Kalpaviruksha Ayurvedic Hospital,India,11.1293552,76.9351656,0
Pristine Health care,India,12.9382768,77.6186753,0
Bidhan Chandra Roy Technology Hospital,India,22.3166763,87.3004378,0
Prerana Dental Clinic,India,12.9186845,77.630774,0
Mamtha Health Center,India,12.9180492,77.6318764,0
Ramakrishna Nursing Home,India,14.4635501,75.9140335,0
Suprabha Hospital,India,13.0079383,77.5469059,0
Sangolli Nursing Home,India,13.0083564,77.5469273,0
Diacon Hospital,India,13.0037682,77.5498337,0
Nelamangala General Hospital,India,13.0987847,77.3912296,0
"Nair's Hospital , Kochi",India,9.9502203,76.3179964,0
Agarwal Eye Hospital,India,12.9273417,77.6221301,0
Sri Sapthagiri Clinic,India,12.8736928,77.6449626,0
Sagar Dental Clinic,India,12.9169725,77.6300572,0
P.S. Mission Hospital,India,9.9377796,76.3227155,0
Dr. Joys Hospital,India,9.9585788,76.3192419,0
"CHC, Kabburu",India,16.3494826,74.7259333,08338-229138
Sai Shraddha Hospitality,India,11.0254581,76.9726262,0
Vega ENT Hospitals,India,11.0144183,76.9437894,0
Sitalakshmi Hospital,India,11.0142906,76.9449521,0
Manonmani Hospital,India,11.0147975,76.9475002,0
Preetam's Cardio Care,India,11.0152003,76.9498136,0
Chigateri General Hospital,India,14.4573717,75.9168998,0
Rasi Hospital,India,11.0097731,76.9503293,0
Venkateshwara Hospital,India,12.9257842,77.6170828,0
Namratha Hospital,India,13.0047859,77.543073,0
Devi Eye Hospital,India,12.9162576,77.6374069,0
Amma Hospital,India,13.0626045,80.2305209,0
Mysore Hospital,India,13.0275337,77.5397051,0
Dhanvantri Clinic,India,15.8308944,74.4823535,0
Sahrudaya Hospital,India,9.5053603,76.3418646,0
Lal Hospital,India,30.8655998,75.8558377,0
Lakhani Hospital,India,15.4325215,75.6375704,0
Immanuel Eye Hospital,India,11.3022381,76.9400735,0
Dr Bhaskar Hospital,India,15.4329662,75.6453273,0
Jayanagar Orthopaedic Centre,India,12.9293288,77.5877091,0
City Hospital,India,11.0193391,76.9635166,0
Bethel Hospital,India,11.0190021,76.962084,0
Arasu Medicals,India,11.010593,76.950234,0
The Eye Foundaton,India,11.0134549,76.9496753,0
Shekar Hospital,India,12.9458714,77.5675192,0
Punya Hospital,India,13.0011459,77.5359798,0
Hiregoudar Dental Clinic,India,15.4315773,75.6464587,0
Ramchandra Reddy Hospital,India,14.4532439,79.9869999,0
Visakha Homeo Clinic,India,17.7224616,83.3094001,0
Right Hospitals,India,13.0787952,80.2405731,0
Vasan Eye Care,India,12.9102705,77.6265538,0
Apollo Clinic,India,12.8517246,77.6681472,0
Varma Hospital,India,9.9538555,76.3423588,0
Government Ayurveda Hospital,India,9.9438728,76.349062,0
Parimala Clinic,India,12.9135707,77.5788941,0
Veterinary Hospital,India,15.4297273,75.6332647,0
