name,country,latitude,longitude,phone
Child_Hospital_and_Premature_Care_Centre_/_Niramay_Bal_Rugnalay,India,16.7008778,74.2352029,0
Parimal_Hospital,India,16.7010307,74.2297322,0
Rama_Clinic,India,16.7012492,74.2352637,0
Vasan_Eye_Care_Hospital,India,16.7027172,74.2480115,0
Patki_Hospital,India,16.7049873,74.2432527,0
Meera_Nursing_Home,India,16.7058707,74.2551595,0
Bhomaj_Hospital,India,16.706579,74.2589069,0
Jaya_Urology_Hospital,India,16.7066456,74.2340731,0
Dr_V_G_Joshi,India,16.7069621,74.45176,0
Bargale_Eye_Care,India,16.7090008,74.4560807,0
Padmashree_Dr_D_Y_Patil_Hospital_and_Research_Insti,India,16.7101043,74.2509458,0
Kelavkar_Medical_Centre_And_Critical_Care_Unit,India,16.7101611,74.2434081,0
Lotus_Hospital_and_Research_Centre,India,16.7109565,74.2310706,0
Apple_Saraswati_Multispeciality_Hospital,India,16.7161027,74.2523614,0
Netra_Sanjivni_Unit_Jaysingpur,India,16.7295169,74.4845018,0
Prachi_Hospital,India,16.7496196,74.4229895,0
Shree_Datta_Shetkari_Sahakari_Sakhar_Karkhana_Ltd,India,16.751121,74.5887991,0
Ganesh_Hospital,India,16.7708626,74.5539519,0
Birnale_Hospital,India,16.7812047,74.5523643,0
Yashwant_Dharmartha_Ayurvedic_Rugnalay,India,16.8106871,74.1181234,0
Shree_Poly_Clinic_and_Manakapure_Hospital,India,16.823421,74.5959735,0
Alamin_Mc_and_Hospital,India,16.8283219,75.6859428,0
Ent_Hospital_Dr._Balashed_Patil,India,16.8294965,74.6385793,0
CHC_Usoor,India,16.8301708,75.710031,0
Sainik_G.R._Memorial_Hospital,India,16.8316457,74.6438401,0
Kembhavi_Eye_and_Dental_Hospital,India,16.831771,75.7112068,0
Raghunathrao_Nimbalkar_Memorial_Hospital,India,16.8356269,74.3113931,0
Kulkarni_Heart_Hospital,India,16.837951,74.5682354,0
M/S.Mudanur_Multispeciality_Hospital,India,16.8403052,75.7160637,0
Shree_Medical_Nursing_Home,India,16.8407826,74.5639858,0
Vaatsalya_Hospital_-_Bijapur,India,16.8451764,75.7094116,0
Dr_Ashok_Patil_Clinic,India,16.8453567,74.6019776,0
Susheel_Maternity_And_Gynaecological_Hospital,India,16.8467303,74.6006306,0
The_Wanless_Hospital,India,16.8523973,74.5814773,0
Shri_Balvantrao_Birnale_Memorial_Hospital,India,16.8535825,74.5773208,0
Sharddha_Surgical_And_Accident_Hospital,India,16.8535993,74.5722213,0
Narayan_Medical_Nursing_Home,India,16.8551,74.572,0
Paramashetti_Hospital,India,16.8553,74.5723,0
Pandit_Dindal_Hospital_and_Daignostic_Center,India,16.8559112,73.541744,0
Bhargava_Heart_Hospital_and_Intensive_Care_Unit,India,16.8922136,74.5880598,0
Om_Swaroop_Hospital,India,16.9101458,73.9462689,0
Gharda_Med_Foundation_Hosp,India,16.990215,73.3120233,0
Loknete_Rajarambapu_Patil_Hospital_And_Research_Ce,India,17.0265067,74.3743435,0
Tara_Hospital,India,17.0365749,74.6053916,0
Asha_Maternity_Children_S_Hospital,India,17.047761,74.2625418,0
Yash_Madhu_Hospital,India,17.0488981,75.2212873,0
Umrani_Hospital_and_Icu_Centre,India,17.0557425,74.2634159,0
Matumandir_Hospital,India,17.0686039,73.6241855,0
Dr_Patil_Hospital,India,17.0706662,75.2270698,0
Sou._Radhabai_Maternity_Maternity_Hospital_Trust,India,17.0854162,74.421785,0
Shashi_Clinic,India,17.097643,74.4496317,0
Krishna_Hospital_and_Medical_Research_Center_Karad,India,17.2377541,73.9580246,0
Shree_Sai_Hospital,India,17.2751726,74.5357127,0
Rajyog_Hospital_[Karad],India,17.2753467,74.1834458,0
Rajyog_Hospital,India,17.2759841,74.2003231,0
City_Medical_Centre_Karad,India,17.2791315,74.182563,0
Sharada_Clinic,India,17.2837224,74.1805104,0
Pawar_Surgical_Hospital,India,17.2849281,74.1824787,0
Patil_Hospital_[Karad],India,17.2887115,74.1845465,0
Shree_Icu_and_Mrc_Pvt_Ltd_Karad,India,17.2913904,74.1829555,0
Dhanvantari_Hospital,India,17.3005036,76.8173075,0
Rajashree_Hosptail,India,17.3088979,74.2143068,0
Siddaganga_Hospital,India,17.3229328,76.821894,0
Avinash_Shah_Memorial_Multispeciality_Hospital_and_Research_Centre,India,17.3242617,76.86484,0
Devika_Maternity_Home_and_Ivf_Centre,India,17.3275734,76.8565879,0
Banale_Hospital,India,17.329731,76.8342957,0
L_M_Care_Maternity_and_General_Hospital,India,17.3330633,76.8591211,0
Sadguru_Hospital_and_Medical_Institute_Pvt_Ltd_[Patan],India,17.374871,73.8962757,0
Pioneer_Hospital,India,17.3969458,74.093988,0
Dr.Kelkar_Maternity_Home_and_Paediatic_Hospital,India,17.4340512,75.1953934,0
Shrinand_Balrugnalaya,India,17.4357941,75.1888022,0
Jeevan_Jyot_Rugnalaya_[Satara],India,17.5011247,73.9796512,0
Narmada_Hospital,India,17.50726,75.439776,0
Mukund_Anna_Jadhav_Hospital_and_Reserch_Center,India,17.5172097,73.5472055,0
Medical_Supritendent_Rural_Hospital,India,17.5242162,76.2054416,0
Patankar_Nursing_Home,India,17.5248963,73.5306489,0
Parkar_Hospital,India,17.5260425,73.5203923,0
Janata_Hospital,India,17.5308446,73.5158887,0
Dr_Gokhales_Janata_Hospital,India,17.5323106,73.5177928,0
Mauli_Hospital_Rahimatpur,India,17.5904097,74.1988555,0
Navjeevan_Hospital_[Vaduj],India,17.5983422,74.4523847,0
Dr_Kadam_Surgical_Hospital,India,17.6030376,75.390148,0
Shree_Surgical_Hospital_[Vaduj],India,17.6076372,74.4521479,0
Abhiwadan_Hospital,India,17.6258216,74.4543101,0
Shreyash_Hospital,India,17.6287392,75.9143867,0
Raut_Nursing_Home,India,17.6363164,74.7880109,0
Raghvendra_Hospital,India,17.6408371,75.8985544,0
Savaskar_Nursing_Home,India,17.6428208,75.9200629,0
Raghuvendra_Hospital,India,17.6452056,75.9007677,0
Accident_and_Maternity_Hospital,India,17.6599188,75.9063906,0
Ashwini_Sahakari_Rugnaylay,India,17.6625542,75.908528,0
Dr._BasutkarS_Gaurav_Plastic_Surgery_-_Maternity_Hospital,India,17.6651108,75.8986612,0
Jyothi_Nursing_Home,India,17.6651796,75.8970483,08251246975
Matoshri_General_and_Maternity_Hospital,India,17.6654636,74.3616798,0
Balwant_Institute_Of_Neurosurgery_And_Intensive_T,India,17.6656707,75.9072575,0
Dr_Dipak_Achalare,India,17.6675629,75.3124285,0
Borade_Clinic,India,17.6685368,75.8971332,0
Medicare_I.Cu._Pandharpur,India,17.6693546,75.3409001,0
Shri_Ganapati_Hospital_and_Netralaya-Pandharpur,India,17.6696709,75.3164374,0
Dhanvantri_Nursing_Home,India,17.6699361,75.8812025,0
Cottage_Hospital,India,17.6745535,75.3237262,0
Vinayak_Maternity_And_Nursing_Home,India,17.6745656,75.9087491,0
Dr_Birajdar_Hospital,India,17.675093,75.8955113,0
Shree_Criti_Care_Unit,India,17.6784981,75.328914,0
Varad_Children_Hospital,India,17.678773,73.9889896,0
Dr_Kandalgaonkar_Eye_Hospital,India,17.6804639,74.018261,0
Samarth_Hospitals_Pvt_Ltd,India,17.6806988,73.9817552,0
Sanchit_Accident_And_Maternity_Hospital,India,17.68087,74.0126036,0
Shri_Ram_Hospital,India,17.6837861,73.998499,0
Bhosale_Netra_Rugnalaya_[Satara],India,17.6846523,74.016792,0
Girija_Neurosurgical_Icu_and_Hospital[Satara],India,17.6847964,73.9925526,0
Meenakshi_Hospital_[Satara],India,17.6875811,74.0456142,0
Dr_M_N_Agashe_Charitable_Hospital_and_Maternity_Home_Satara,India,17.6879608,73.9874105,0
Radhika_Nursing_Home,India,17.6894983,74.0145886,0
Chiryu_Childran_Hospital_and_Research_Center,India,17.6908169,73.9969229,0
Vaishnavi_Hospital,India,17.691496,73.998881,0
Symbiosis_Hospital_And_Research_Centre_Pvt._Ltd.,India,17.6922546,74.0078977,0
Pooja_Nursing_Home,India,17.6925494,74.1701227,0
Dhananjay_Hospital_And_Research_Centre_Koregaon,India,17.6926214,74.0919536,0
Jeevandhara_Hospital,India,17.693589,74.0094172,0
Mangalmurti_Hospital,India,17.7000314,73.9855774,0
Shree_Datta_Hospital_[Khatav],India,17.7031208,74.5433988,0
Bhagawati_Netralaya,India,17.7195516,73.3968136,0
Bhatkar_Hospital_-_Dapoli-Ratnagiri,India,17.753112,73.1880618,0
Dr.Chopwalikar_Eye_Hospital,India,17.784371,73.1851121,0
Lokhande_Baburao_Patil_Hospital,India,17.802867,75.6454727,0
Kanade_Hopital,India,17.8154954,76.2416351,0
Tawshikar_Hospital,India,17.8349761,76.624771,0
Shedge_Hospital,India,17.8397675,76.6222433,0
Siddhanath_Hospital_and_Research_Center_[Phaltan],India,17.8461781,74.6435913,0
Suryawanshi_Trauma_and_Rehabilitation_Centre,India,17.8632547,74.9054785,0
Palawe_Hospital,India,17.8797159,74.5902635,0
Sonia_Clinic_and_Saidutta_Hospital,India,17.9439732,73.8904385,0
Navjeewan_Hospital_[Wai],India,17.9471204,73.8904198,0
W.F.P_Memorial_Hospital,India,17.9486823,73.8918897,0
Ghotavadekar_Hospital_And_Sanchit_Icu,India,17.9532779,73.886745,0
Chintamani_Eye_and_Dental_Clinic,India,17.9559945,73.8933596,0
Care_and_Cure_Clinic,India,17.9751977,74.993124,0
Sushrut_Hospital_[Phaltan],India,17.9819296,74.4309013,0
Chirjeevan_Hospital_and_Research_Center,India,17.9828457,74.4333434,0
Adsool_Hospital_[Phaltan],India,17.9842312,74.431312,0
Dr._Nikam_Patil_Hospital,India,17.9844507,74.4360424,0
Arundhati_Nursing_Home,India,17.986525,74.4248211,0
Ashwini_Maternity_and_Nursing_Home,India,17.9876444,73.2632672,0
Makhane_Hospital,India,17.9885116,76.3260992,0
Dhumal_Maternity_and_Surgical_Hospital_[Phaltan],India,17.9892133,74.4305792,0
Ankur_Hospital_[Phaltan],India,17.9898128,74.4341996,0
Janki_Hospital,India,18.010037,76.0710681,0
Bahubali_Hospital,India,18.0339662,75.5160676,0
Mourya_Hospital,India,18.041706,74.1861821,0
Dhanvantary_Hospital_-_Rsby,India,18.0556093,74.4848003,0
Mahad_Nursing_Home,India,18.0820208,73.422441,0
Madhav_Smruti_Hospital,India,18.0840117,75.423237,0
New_Ashirwad_Rugnalaya,India,18.0910025,75.4065475,0
Santosh_Hospital_Maternity_and_Nursing_Home,India,18.0963477,75.4221007,0
Magar_Accident_and_Eye_Hospital.,India,18.1140272,75.0319086,0
Shri_Ram_Hospital_-_Rsby,India,18.1260908,74.3880929,0
Ojas_Ent_and_Dental_Clinic,India,18.1268043,75.0271934,0
Giri_Raj_Hospital_and_Intensive_Care_Unit,India,18.1435037,74.5737416,0
Burande_Hospital,India,18.1458199,73.8429847,0
Sunjeevan_Nursng_Home,India,18.1483143,74.5739472,0
Kamal_Drishti_Eye_Center,India,18.1486231,74.574795,0
Niramay_Medical_Foundation_and_Research_Centre_Pvt._Ltd.,India,18.1547039,74.5806179,0
Bombay_Nursing_Home_and_Polyclinic,India,18.1554758,73.2967848,0
Shripal_Hospital,India,18.1578373,74.5680226,0
Thorat_Accident_and_Maternity_Hospital,India,18.1635845,74.9612717,0
Atole_Accident_Hospital,India,18.1661487,74.5970527,0
Mamta_Clinic_and_Nursing_Home,India,18.1841352,74.6107628,0
Akshay_Hospital,India,18.1860659,76.0419409,0
Kazi_Hospital,India,18.1898221,76.0435425,0
Keshavraj_Hospital,India,18.1918723,76.0470458,0
Swami_Hospital,India,18.1939184,76.0352018,0
Barsi_Maternity_and_General_Hospital,India,18.2333856,75.6941478,0
Dr._Vaidya_Eye_Hospital,India,18.2362513,73.2840735,0
Dr._Mainkar_Hospital,India,18.3520712,74.0329499,0
Barmade_Hospital,India,18.3871437,76.560489,0
Shushila_Hospital_Latur,India,18.3911689,76.5615835,0
Chiranjeev_Hospital,India,18.3929816,76.5621438,0
Gojamgunde_Hospital,India,18.3940016,76.5814921,0
Vivekanand_Hospital_Latur,India,18.3961023,76.5708578,0
Aziza_Memorial_Hospital_and_Research_Centre,India,18.3979679,76.5537105,0
Sai_Neonatal_And_Pediatric_Hospital_And_Icu,India,18.3981572,76.5706375,0
Dr_Sb_Gugale_Memorial_Hospital,India,18.3987126,76.2205473,0
Lokmanya_Medical_Foundation_and_Research_Centre_Pvt,India,18.3995628,76.5728198,0
Tuljai_Hosital,India,18.401665,76.5596387,0
Dr._Patil_Balrugnalaya_and_Maternity_Home,India,18.4028716,76.2399495,0
Dr_Whatkar_Hospital,India,18.4044833,75.1953934,0
Alpha_Superspeciality_Hospital,India,18.4050333,76.564311,0
Mandade_Womens_Hospital,India,18.40819,76.5383812,0
M._J._Hospital_-_Latur,India,18.408495,76.5410607,0
Nilangekar_Hospital,India,18.4087934,76.5603828,0
Comprehensive_Rural_Health_Project,India,18.4128194,75.1967746,0
Prabhavati_Multi_Speciality_Hospital_and_Research_Center,India,18.4181476,76.5705762,0
Maeer_Punes_Yashwantrao_Chavan_Rural_Hospital,India,18.4349347,76.5766749,0
Swasthya_Hospital,India,18.4360474,74.464639,0
Amrita_Nursing_Home,India,18.4371649,73.1312725,0
Dr_Jadhav_Nursing_Home,India,18.4389511,73.1167514,0
Sri_Srinivasa_Hospital,India,18.4451474,73.855663,04024530557
Arogya_Mandir_Hospital_And_Maternity_Home,India,18.4483516,74.4086069,0
Jaykar_Accident_Fracture_Hospital,India,18.4568215,74.580923,0
Bvmfs_Bharti_Hospital_and_Research_Center,India,18.457314,73.852319,0
Nityanand_Rehabilitation_and_Residential_Mental_Heal,India,18.4575324,73.8677464,0
Baravkar_Hospital,India,18.4592892,74.5873348,0
Girija_Rugnalya,India,18.4608782,75.6586295,0
Vora_Multispeciality_Dental_Clinic_And_Implant_Centre,India,18.4609513,73.8693561,0
Yogeshwari_Hospital_and_I_C_U,India,18.4610303,74.5822095,0
Sinhagad_Hospital_Pvt._Ltd._Md_Kings_Multi_Speciality_Hospital.,India,18.4615757,73.8169099,0
Bharati_Hospital_And_Research_Center,India,18.462123,73.8582062,0
Dr_Patwardhan_Hospital,India,18.4650919,73.8553898,0
Spandan_Children_Hospital,India,18.4655611,73.8598476,0
Shatayu_Hospital,India,18.4657633,73.862644,0
Shrendkar_Healthcare_and_Hospitality_Services_Private_Limited,India,18.4660941,73.8168021,0
Sayali_Nursing_Home,India,18.4662047,73.7822782,0
Apoorva_Diagnostic_Centre,India,18.4713653,73.8661598,0
Shivam_Hospital,India,18.4726725,73.9784573,0
Shree_Sai_Retina_And_Eye_Care_Center_-_Pune,India,18.4745833,73.8221167,0
Madhukar_General_Hospital,India,18.4751062,73.8224587,0
Shinde_Hospital,India,18.4752603,73.9577445,0
Dr._Dakes_Institute_For_Sight,India,18.4762533,73.830703,0
Dr_Sarwat_Hospital,India,18.4770906,73.8906869,0
Dr._Ashok_Parakh,India,18.4775848,73.8572817,0
Bhandari_Maternity_and_Nursing_Home,India,18.4777968,73.8213213,0
Sangam_Hospital,India,18.478107,73.8612322,0
Samarth_Hospital-_Pune,India,18.478897,73.853864,0
Harsh_Hospital,India,18.4807063,73.8674808,0
Suraj_Hospital,India,18.482214,73.894429,0
Chinchanikar_Hospital,India,18.4828427,73.8271901,0
Smiles_Dental_Speciality_and_Implant_Centre,India,18.4828904,73.9016832,0
Dr_Marathe_Hospital_-_Rsby,India,18.4850053,74.0711359,0
Grant_Medical_Foundation_Ruby_Hall_Clinic_-_Wanowarie_-_Pune,India,18.4858699,73.9058534,0
Chaitanya_Centre_For_Psychological_Help,India,18.4864727,73.796834,0
Lodha_Hospital,India,18.4869119,73.7994922,0
Nisargopchar_Gramsudhar_Trust,India,18.4874257,74.1333715,0
Gultekdi_Nursing_and_Maternity_Home,India,18.4876541,73.8683697,0
Anand_Medical_Foundation_Subudh_Hospital,India,18.4893244,73.8679694,0
Dental_Clinic,India,18.4897587,73.8202962,0
Dr.Prakash_Katariya_Laser_Cure,India,18.4904527,73.9587593,0
Dugad_Hospital_Pvt_Ltd,India,18.4910978,73.8581298,0
Poona_Laser_Center,India,18.4913365,73.8183358,0
Khenat_Hospital_and_Maternity_Home,India,18.4914674,73.8253649,0
Biniwale_Clinic,India,18.4920458,74.0234863,0
Spandan_Hospital_and_Research_Center,India,18.4921392,73.8572588,0
Indumati_Diabetic_And_Heart_Care_Centre,India,18.493572,73.85172,0
Zore_Bal_Hospital,India,18.4938165,73.8517328,0
Kamal_Netra_Rugnalaya,India,18.4950677,73.8122717,0
Deoyani_Hospital_-_Pune,India,18.4956151,73.8110279,0
Ankur_Hospital_and_Diagnostic,India,18.4957425,73.8611312,0
Shahade_Hospital,India,18.497768,73.8534729,0
Siddheshwar_Multispeciality_Hospital_Pvt._Ltd._-_Solapur,India,18.498007,73.8136979,0
Dr._Khokhani_Eye_Hospital,India,18.4983088,73.8134181,0
Aargyam_Multi_Speciality_Clinical_Care,India,18.4988374,73.9508249,0
Sai_Sneh_Hospital,India,18.4988776,73.8572059,0
Sharda_Clinic,India,18.501036,73.8668409,0
Pirangut_General_Hospital,India,18.5010536,73.5137654,0
Nayan_Tara_Eye_Clinic,India,18.5011479,73.825324,0
Poojan_Children_Hospital_and_Neonetal_Centre,India,18.5013128,73.9301982,0
Dr._Patankar_Medical_Foundation,India,18.5014304,73.8529332,0
Navjeewan_Hospital,India,18.50192,73.931769,0
Sai_Diagnostic_Center,India,18.5019469,73.8662917,0
Subudh_Hospital_and_Research_Center,India,18.5021416,73.8134371,0
Marathe_Nursing_Home,India,18.5038253,73.8188339,0
Fatima_Convent_Sahyadri_Clinic,India,18.5042104,73.9014439,0
Kausalya_Hospital,India,18.5043882,73.9199564,0
Deenanath_Mangeshkar_Hospital_and_Research_Centre,India,18.5046033,73.8354133,0
Mantri_Hospital,India,18.5046079,73.8374929,0
Jeevan_Sadhana_Clinic_-_Pune,India,18.5049441,73.825292,0
Noble_Hospital_Pvt_Ltd,India,18.504991,73.9272,0
Kothrud_Eye_Clinic,India,18.5050171,73.7654974,0
Sane_Guruji_Arogya_Kendra,India,18.5053012,73.9389213,0
Suryaprabha_Nursing_Home,India,18.5062206,73.8088221,0
Nalawade_Hospital,India,18.5065751,73.9586957,0
Chinmay_Institute_Of_Paediatrics,India,18.506821,73.840436,0
Ramchandra_Day_Care_Centre,India,18.5068375,73.8517363,0
Sunny_Nursing_Home,India,18.5073985,73.8076504,0
Swayam_Clinic_Pvt._Ltd.,India,18.5076406,73.8760505,0
Sanjeevan_Hospital,India,18.5076495,73.8295031,0
Harmony_Health_Services,India,18.507836,73.826545,0
Mawsumi_Hospital_and_Research_Center,India,18.5081985,73.7959566,0
Umarji_Hospital,India,18.5083204,73.8567002,0
Vibhute_Hospital,India,18.5083218,73.8465648,0
Borse_Hospital,India,18.5084726,73.7913104,0
Deenanath_mangeshkar_Hospital,India,18.5085936,73.831721,0
Abane_Hospital,India,18.5089197,73.9260261,0
Pune_Diagnostic_Center,India,18.5090808,73.8730012,0
Jog_Hospital,India,18.5091826,73.8216789,0
Dr.Pawar_Eye_Hospital,India,18.5091948,73.8449233,0
Ram_Krishna_Hospital,India,18.509464,73.8482429,0
Manoj_Clinic_/_Gore_Hospital,India,18.5097622,73.8495203,0
Dr_Sanjeev_Sharad_Chandra_Gokhale,India,18.5104908,73.8461842,0
Medilaser_Eye_Clinic_-_Pune,India,18.5106223,73.817676,0
Vinayak_Netralaya_-_Pune,India,18.5108454,73.8182008,0
Karishma_Speciality_and_Diagnostic_Centre,India,18.5120938,73.8793617,0
Dr_Meenu_Agarwal_Clinic,India,18.5122306,73.88601,0
Moraya_Hospital,India,18.5129229,74.3997976,0
Panchsheel_Hospital,India,18.51443,73.869031,0
Desai_Hospital_andHeart_Center,India,18.5162568,73.8307428,0
Ashakiran_Hospital,India,18.5164168,73.8536823,0
Deshpande_Eye_Clinic,India,18.5164192,73.8505103,0
Dr_Valhavankar_Eye_Clinic_and_Speciality_Hos,India,18.5166153,73.8516306,0
Shreeyash_Hospital,India,18.5175566,73.84166,0
Accurate_Diagnostics_Pvt_Ltd,India,18.518329,73.8406428,0
Dr._Karve_Childrens_Hospital,India,18.5186146,73.8446565,0
Shri_Samarth_Hospital,India,18.5186996,73.8681144,0
Sau_Sindhutai_Raut_Memorial_Surgicentre,India,18.5189487,73.8777207,0
Rukad_Fracture_Accident_and_Orthopaedic_Hospital,India,18.5194124,73.8661552,0
Patil_Eye_Clinic,India,18.5194431,73.8519356,0
King_Edward_Memorial_Hospital_Kem_Hospital,India,18.519888,73.867026,0
Shreenath_Hospital,India,18.5203044,73.9067552,0
Pawna_Hospital,India,18.5204303,73.8567437,0
Centre_For_Laproscopy_Surgery,India,18.5215001,73.8430316,0
H._V._Desai_Eye_Hospital_/_Pbma_H.V.Desai_Eye_Hospital,India,18.5221806,73.9683289,0
Dr_Todkar_Hospital,India,18.5225987,73.8631581,0
Infedis_Diagnostic_Center,India,18.5228706,73.8674907,0
Baddur_Clinic,India,18.5240566,73.8646945,0
Wagh_Eye_Clinic,India,18.5240989,73.8447579,0
Z_Y_-_Vision,India,18.5247368,73.8408476,0
Nandadeep_Hospital,India,18.525484,73.8418577,0
B.J.Medical_College_and_Sassoon_Hospital,India,18.527306,73.873153,0
Ratna_Memorial_Hospital,India,18.5273647,73.8299115,0
Ruby_Hall_Clinic,India,18.5276554,73.8748181,0
R.M._Dhariwal_Foundations_Matoshree_Madanbai_Dhariwal_Hospital,India,18.5282786,73.8470523,0
Bhide_Clinic,India,18.5287035,73.8500284,0
Sancheti_Institute_for_Orthopedic_and_Rehabilitation,India,18.5297988,73.8386901,0
Jehangir_Hospital,India,18.5302599,73.876847,0
